Ammonium_AMS,Chloride_AMS,ClFraction_AMS,Density_AMS,ETime_AMS,HtoC_AMS,NH4Fraction_AMS,Nitrate_AMS,NO3Fraction_AMS,OADensity_ams,OAFraction_AMS,OA_AMS,OtoC_AMS,RH_AMS,SO4Fraction_AMS,STime_AMS,Sulfate_AMS,Temp_AMS,TotalMass_AMS,Volume_ams,Rkappa_dis_51,Rkappa_dis_75,Rkappa_dis_94,Rkappa_dis_112,Rkappa_dis_142,Rkappa_dis_171,Rkappa_dis_222,Rkappa_mean_51,Rkappa_mean_75,Rkappa_mean_94,Rkappa_mean_112,Rkappa_mean_142,Rkappa_mean_171,Rkappa_mean_222,RKappa_median_51,RKappa_median_75,RKappa_median_94,RKappa_median_112,RKappa_median_142,RKappa_median_171,RKappa_median_222,Rkappa_sd_51,Rkappa_sd_75,Rkappa_sd_94,Rkappa_sd_112,Rkappa_sd_142,Rkappa_sd_171,Rkappa_sd_222,RSMPS_AMSVol,RSMPS_kappaVol,RSMPS_kappaVol_frac,RSMPS_TotVol
0.67352,0.0230842,0.00111063,1.60053,8/19/2014 06:00:00,1.38123,0.0324047,0.196972,0.00947681,1.58729,0.909437,18.9023,0.923421,,0.047571,8/19/2014 05:00:00,0.988747,,20.7847,12.9861,,,1.27417,,0.697912,0.485383,0.729429,,,0.139778,,0.114339,0.105151,0.0957257,,,0.102637,,0.0930993,0.0924997,0.0757383,,,0.0154473,,0.0111866,0.0106848,0.0101938,15.2633,5.93763,0.389013,15.9169
0.650319,0.0210624,0.00108106,1.60101,8/19/2014 07:00:00,1.38039,0.0333788,0.18189,0.0093358,1.58755,0.90781,17.6869,0.923288,,0.0483943,8/19/2014 06:00:00,0.942867,,19.483,12.1692,,0.683421,0.790297,0.911253,0.644315,0.429934,,,0.111576,0.128316,0.128448,0.117004,0.104004,0.0763133,,0.092129,0.102671,0.0985295,0.0972902,0.0933152,0.0745369,,0.0117173,0.0141363,0.0127338,0.0114619,0.0103756,0.00777708,14.8566,5.82961,0.392391,15.4847
0.615471,0.0226455,0.0011762,1.59775,8/19/2014 08:00:00,1.38564,0.0319675,0.203438,0.0105666,1.58385,0.906624,17.4553,0.920173,,0.0496659,8/19/2014 07:00:00,0.956219,,19.253,12.0501,,0.604884,,,,0.404515,0.25892,,0.0960772,,,,0.106881,0.0813713,,0.0818019,,0.253288,,0.0967223,0.0756871,,0.00982295,,0.02,,0.0105797,0.00847301,14.8811,5.77011,0.387748,15.5217
0.644099,0.0212154,0.00111753,1.59771,8/19/2014 09:00:00,1.38737,0.0339283,0.230184,0.0121251,1.58318,0.902993,17.1425,0.920192,,0.0498359,8/19/2014 08:00:00,0.946091,,18.9841,11.8821,,0.875618,1.16502,0.984317,0.663167,,,,0.104011,0.144635,0.142055,0.113463,,,,0.079468,0.108787,0.109073,0.0935924,,,,0.0104983,0.0166357,0.0150685,0.0110511,,,14.5688,5.7169,0.392406,15.1628
0.64351,0.0186347,0.00101284,1.60115,8/19/2014 10:00:00,1.3835,0.0349762,0.201327,0.0109426,1.58668,0.901641,16.5889,0.923935,,0.0514271,8/19/2014 09:00:00,0.946183,,18.3985,11.4908,,0.935235,1.02289,,0.624981,0.493491,0.217401,,0.11038,0.154068,,0.118335,0.103466,0.0858189,,0.0829846,0.120251,,0.0991493,0.0907403,0.0805158,,0.0115788,0.0180065,,0.0118916,0.0104129,0.00968365,14.4838,5.55175,0.383307,15.0973
0.633546,0.0184983,0.00101873,1.60354,8/19/2014 11:00:00,1.38194,0.0348904,0.231049,0.0127242,1.58881,0.898771,16.32,0.926811,,0.0525958,8/19/2014 10:00:00,0.955044,,18.1582,11.3238,,,1.34872,0.707788,0.752112,0.401148,0.212102,,,0.124709,0.123127,0.130286,0.107462,0.0868102,,,0.087274,0.100288,0.104835,0.0973559,0.0815275,,,0.0124116,0.0127867,0.0128554,0.0109918,0.00955263,13.9883,5.40417,0.386335,14.5537
0.608099,0.0234689,0.00115762,1.61033,8/19/2014 12:00:00,1.3765,0.029995,0.28568,0.0140914,1.5965,0.900272,18.2515,0.937322,,0.0544845,8/19/2014 11:00:00,1.10458,,20.2734,12.5896,,0.768779,,0.769353,0.433672,0.41144,0.207525,,0.0958429,,0.134385,0.129857,0.105631,0.0866586,,0.0761147,,0.107899,0.116834,0.0953715,0.0814542,,0.00949668,,0.0137383,0.0133685,0.0106082,0.0100121,13.3566,5.25401,0.393366,13.905
0.48692,0.0161092,0.000775577,1.60785,8/19/2014 13:00:00,1.37925,0.0234428,0.194922,0.00938449,1.59505,0.908941,18.8793,0.936623,,0.057456,8/19/2014 12:00:00,1.1934,,20.7706,12.9183,,0.538275,0.577684,0.884756,,0.472871,,,0.0871601,0.156998,0.146188,,0.105866,,,0.076282,0.136502,0.115168,,0.0935568,,,0.00841043,0.0174902,0.0156328,,0.0105254,,12.9566,5.37575,0.414905,13.4327
0.570698,0.0118863,0.000506507,1.63351,8/19/2014 17:00:00,1.36169,0.0243191,0.134796,0.00574404,1.62304,0.910667,21.3707,0.976858,,0.0587632,8/19/2014 16:00:00,1.379,,23.4671,14.3661,,0.402588,0.633134,0.277629,,0.543223,,,0.148802,0.139648,0.108488,,0.118838,,,0.137119,0.118561,0.1024,,0.102389,,,0.0153623,0.0139967,0.0108562,,0.0121433,,13.6443,5.09716,0.373574,14.3296
0.587087,0.0136266,0.000566584,1.63371,8/19/2014 18:00:00,1.36251,0.0244106,0.130527,0.00542722,1.62322,0.910217,21.8912,0.977827,,0.0593782,8/19/2014 17:00:00,1.42807,,24.0505,14.7214,,0.327199,0.577852,0.316033,0.341491,,0.314677,,0.162973,0.140171,0.116605,0.104761,,0.103534,,0.153782,0.12144,0.10896,0.0970586,,0.0949973,,0.0173252,0.0139599,0.01161,0.0104396,,0.0104358,13.6152,5.10013,0.374592,14.3054
0.554258,0.0100284,0.000444171,1.63697,8/19/2014 19:00:00,1.36268,0.0245488,0.102604,0.00454447,1.62659,0.909232,20.5284,0.98448,,0.0612308,8/19/2014 18:00:00,1.38245,,22.5778,13.7924,,,0.305011,,0.391885,0.526273,,,,0.210657,,0.118041,0.119965,0.12209,,,0.200574,,0.107675,0.104022,0.117758,,,0.0220631,,0.0119425,0.0124461,0.0131717,12.4475,4.6664,0.374888,13.0719
0.581522,0.0142314,0.000605796,1.64104,8/19/2014 20:00:00,1.35822,0.0247539,0.115308,0.00490836,1.63105,0.9092,21.359,0.989667,,0.0605321,8/19/2014 19:00:00,1.42203,,23.4921,14.3154,,0.379109,0.681567,0.571294,0.330109,0.141574,,,0.165415,0.157704,0.142994,0.112784,0.0928071,0.0904031,,0.15364,0.13275,0.122911,0.104837,0.0894012,0.0874859,,0.0172124,0.0158385,0.0139616,0.0112551,0.00948686,0.00884628,13.322,5.24151,0.393449,13.9573
0.616218,0.0184747,0.000703777,1.63318,8/19/2014 21:00:00,1.36693,0.0234743,0.138601,0.00527987,1.62316,0.91406,23.9948,0.981122,,0.0564825,8/19/2014 20:00:00,1.48271,,26.2508,16.0734,,0.298806,,0.509101,,0.301822,,,0.118383,,0.133827,,0.110533,0.0876596,,0.112597,,0.117413,,0.103131,0.0846363,,0.0121163,,0.0132449,,0.0111623,0.00893706,14.5198,5.99434,0.41284,15.147
0.638613,0.0160011,0.000622547,1.63016,8/19/2014 22:00:00,1.36987,0.0248462,0.121085,0.00471097,1.61967,0.912408,23.4513,0.97662,,0.0574126,8/19/2014 21:00:00,1.47566,,25.7027,15.767,,0.555703,0.659462,0.914832,0.615762,,,,0.122249,0.146745,0.141962,0.134432,,,,0.106382,0.123749,0.110536,0.113446,,,,0.0127111,0.0150474,0.0137837,0.0130008,,,14.4725,5.86108,0.40498,15.0856
0.673561,0.0167758,0.000655823,1.61817,8/19/2014 23:00:00,1.37528,0.0263318,0.131671,0.00514746,1.60649,0.910811,23.2983,0.955414,,0.0570539,8/19/2014 22:00:00,1.45942,,25.5797,15.8078,,0.580939,0.688574,,0.498463,0.280191,,,0.105597,0.142191,,0.121957,0.113268,0.0923661,,0.0908586,0.118533,,0.107204,0.106267,0.089587,,0.0105445,0.0152455,,0.0120563,0.0114641,0.00960845,14.5362,5.81622,0.400121,15.1471
0.67961,0.0154261,0.000631075,1.60883,8/20/2014 00:00:00,1.38391,0.0278026,0.123787,0.00506408,1.59617,0.9095,22.2319,0.942214,,0.0570026,8/19/2014 23:00:00,1.39338,,24.4441,15.1937,,,0.910644,0.68263,0.534426,0.30837,0.0484067,,,0.119327,0.1205,0.119118,0.109874,0.0732054,,,0.0912327,0.0989507,0.1033,0.102338,0.0700812,,,0.0112742,0.0116128,0.0118612,0.0112856,0.00764036,14.3455,5.79326,0.403839,14.9234
0.673464,0.0157006,0.000676096,1.62184,8/20/2014 01:00:00,1.36904,0.0290006,0.107148,0.00461398,1.60997,0.907407,21.0722,0.957369,,0.0583023,8/20/2014 00:00:00,1.35392,,23.2225,14.3186,,0.501263,,0.663789,0.600083,0.231243,0.244195,,0.120241,,0.123075,0.116235,0.096279,0.0829422,,0.106864,,0.101848,0.098283,0.0913399,0.0773967,,0.0127959,,0.0124105,0.0114132,0.0100556,0.00847405,14.0166,5.6728,0.404718,14.5943
0.685753,0.0207004,0.000828263,1.60992,8/20/2014 02:00:00,1.38094,0.0274383,0.133445,0.00533938,1.59771,0.91151,22.7809,0.942922,,0.0548842,8/20/2014 01:00:00,1.37169,,24.9925,15.5241,,0.449242,0.898809,0.618343,,0.230417,,,0.100455,0.144462,0.113756,,0.0987123,,,0.0910272,0.113714,0.0955657,,0.0936644,,,0.0101555,0.0154475,0.0111098,,0.0101514,,15.4269,6.15918,0.39925,16.0613
0.640038,0.0211252,0.000768266,1.60911,8/20/2014 03:00:00,1.38242,0.0232764,0.155263,0.0056465,1.59768,0.917206,25.2207,0.94398,,0.0531028,8/20/2014 02:00:00,1.46018,,27.4973,17.0885,,0.447091,0.885356,,0.630459,,0.160908,,0.0982502,0.124664,,0.115347,,0.0670573,,0.089099,0.0965153,,0.096387,,0.0635138,,0.0102128,0.0126206,,0.0108863,,0.00690633,17.3147,6.79705,0.39256,18.0268
0.676516,0.0211555,0.000725158,1.60683,8/20/2014 04:00:00,1.38662,0.0231892,0.187358,0.00642216,1.59532,0.917821,26.7762,0.942605,,0.0518423,8/20/2014 03:00:00,1.51243,,29.1737,18.1561,,,0.966377,0.73171,0.717755,0.347916,,,,0.101172,0.12389,0.115097,0.0915271,0.0640891,,,0.0747391,0.100099,0.0930486,0.084306,0.0629525,,,0.00911366,0.0116161,0.0107743,0.00917244,0.00655764,18.5501,7.15813,0.38588,19.31
0.755298,0.0211119,0.000686307,1.60653,8/20/2014 05:00:00,1.38696,0.0245533,0.188627,0.00613192,1.59504,0.918111,28.2425,0.942324,,0.0505171,8/20/2014 04:00:00,1.55398,,30.7616,19.1478,,0.843045,,0.894251,0.805396,0.359595,0.16446,,0.0892069,,0.116256,0.108774,0.0895088,0.0671397,,0.0685312,,0.088563,0.0849108,0.0821595,0.0635589,,0.00785532,,0.0107902,0.00997881,0.00894405,0.0068472,20.018,7.53934,0.376629,20.8855
0.774886,0.0223825,0.000703443,1.60594,8/20/2014 06:00:00,1.38936,0.0243533,0.195791,0.00615337,1.59452,0.918819,29.2355,0.943118,,0.0499708,8/20/2014 05:00:00,1.59,,31.8185,19.813,,0.634801,1.06332,0.942157,,0.319085,,,0.0960446,0.107321,0.113542,,0.0958151,,,0.0807425,0.0773304,0.0850036,,0.0889845,,,0.00959232,0.00976435,0.0104504,,0.00960001,,21.1628,7.73566,0.365531,22.1012
0.843373,0.0216312,0.000656239,1.61529,8/20/2014 07:00:00,1.3807,0.0255859,0.187653,0.00569296,1.60445,0.918225,30.2669,0.955597,,0.0498395,8/20/2014 06:00:00,1.64283,,32.9623,20.4065,,0.722112,0.984566,0.743713,0.590864,,0.144214,,0.0930202,0.0926912,0.123854,0.120635,,0.068756,,0.0752999,0.0675552,0.0996543,0.102431,,0.065272,,0.00909646,0.00804895,0.0119839,0.0115063,,0.00674773,22.3281,7.70372,0.345023,23.4437
0.897784,0.0228932,0.000684205,1.61829,8/20/2014 08:00:00,1.37857,0.0268319,0.184173,0.00550435,1.60755,0.917318,30.6931,0.959928,,0.0496613,8/20/2014 07:00:00,1.66165,,33.4596,20.6759,,,0.897447,,0.653579,0.318513,0.141024,,,0.137179,,0.117078,0.0962318,0.06906,,,0.107142,,0.0970121,0.0893856,0.0655875,,,0.0148966,,0.0111762,0.00965395,0.00674343,22.9015,7.66299,0.334607,24.105
0.907528,0.0253679,0.000685929,1.61885,8/20/2014 09:00:00,1.38046,0.0245389,0.22486,0.00608005,1.60855,0.920095,34.0281,0.963277,,0.0486001,8/20/2014 08:00:00,1.79739,,36.9832,22.8453,,0.574764,0.926331,0.983631,0.569518,0.320543,0.126649,,0.0925998,0.123416,0.1425,0.123671,0.096473,0.0705478,,0.0798351,0.0942779,0.109503,0.1059,0.0895595,0.0671171,,0.00958742,0.0121359,0.0139093,0.0119987,0.00955007,0.0070384,25.8669,8.10838,0.313466,27.2989
0.997851,0.0287424,0.000731734,1.61935,8/20/2014 10:00:00,1.38056,0.0254036,0.262093,0.00667245,1.60903,0.919687,36.1252,0.96428,,0.0475055,8/20/2014 09:00:00,1.86601,,39.2799,24.2566,,0.609984,,0.758785,,0.395225,,,0.108925,,0.138091,,0.111408,0.0717084,,0.0926337,,0.111506,,0.101128,0.0697631,,0.0115304,,0.0136432,,0.0107242,0.00725208,27.4655,8.28735,0.301736,29.0288
1.07413,0.0304609,0.000753694,1.61653,8/20/2014 11:00:00,1.3853,0.0265772,0.295675,0.00731586,1.60583,0.918435,37.1191,0.96171,,0.0469179,8/20/2014 10:00:00,1.89621,,40.4156,25.0015,0.596296,0.638372,1.04297,0.813682,0.739871,,,0.152135,0.115542,0.127369,0.154858,0.133775,,,0.13122,0.0972186,0.094833,0.125086,0.108283,,,0.0351297,0.0129969,0.0126334,0.0153398,0.0128256,,,27.5558,8.41232,0.305283,29.0376
1.279,0.0548789,0.00128579,1.61602,8/20/2014 12:00:00,1.38879,0.0299665,0.58656,0.0137429,1.60404,0.908952,38.795,0.960891,,0.0460523,8/20/2014 11:00:00,1.96556,,42.681,26.4111,,0.565218,0.714119,,0.753506,0.493727,0.0844275,,0.128432,0.133763,,0.133536,0.105066,0.0726386,,0.111414,0.11014,,0.107615,0.0921396,0.0693866,,0.0148172,0.0141391,,0.0121301,0.00998601,0.00757788,27.9486,8.56855,0.306583,29.3961
1.36854,0.0468585,0.000959675,1.61878,8/20/2014 13:00:00,1.38802,0.028028,0.839007,0.0171831,1.60677,0.907703,44.3209,0.96556,,0.0461263,8/20/2014 12:00:00,2.25223,,48.8275,30.1631,,,0.752255,0.812856,0.60829,0.328684,,,,0.159522,0.138084,0.140842,0.0944598,0.0654653,,,0.131919,0.109795,0.119379,0.0874917,0.0650995,,,0.0166074,0.0134317,0.0132677,0.00934187,0.00656151,30.3705,8.89301,0.292818,31.9997
1.24996,0.0391257,0.000780493,1.62551,8/20/2014 14:00:00,1.38082,0.0249346,0.674956,0.0134643,1.61495,0.914426,45.8397,0.975876,,0.0463946,8/20/2014 13:00:00,2.32574,,50.1294,30.8392,,0.783597,,0.673279,0.675612,0.222051,,,0.142277,,0.162487,0.133829,0.100105,0.0719498,,0.115031,,0.13651,0.11062,0.0951483,0.0700764,,0.0176321,,0.0161156,0.0125456,0.00997549,0.00722154,31.9552,9.09932,0.284753,33.7235
1.20161,0.0377474,0.000765091,1.63219,8/20/2014 15:00:00,1.37685,0.0243551,0.600357,0.0121685,1.62207,0.913739,45.0812,0.986622,,0.0489721,8/20/2014 14:00:00,2.41614,,49.3371,30.2276,,0.81771,0.0332951,0.432937,,,,,0.196281,0.208223,0.13303,,,,,0.167379,0.207024,0.119872,,,,,0.0322942,0.0208549,0.0133359,,,,31.3568,8.75307,0.279144,33.2138
,,,,8/20/2014 16:00:00,,,,,,,,,,,8/20/2014 15:00:00,,,,,0.376472,,0.721562,,0.142756,0.283917,0.178182,0.177876,,0.167821,,0.335591,0.112257,0.0880339,0.16567,,0.140713,,0.325946,0.105221,0.0831637,0.0325159,,0.0182132,,0.0327409,0.0110002,0.0086545,,,,
0.746982,0.0214806,0.000678379,1.65059,8/20/2014 17:00:00,1.35994,0.0235904,0.206881,0.0065335,1.64234,0.917187,29.0424,1.01301,39.6718,0.0520105,8/20/2014 16:00:00,1.64689,34.1946,31.6646,19.1839,,0.395139,,0.780818,0.488736,0.259349,0.106557,,0.17788,,0.171754,0.143504,0.114983,0.1107,,0.164433,,0.14218,0.126788,0.108414,0.10554,,0.0218665,,0.0177308,0.0143731,0.0117745,0.0109068,,,,
0.793068,0.0195733,0.000578488,1.64503,8/20/2014 18:00:00,1.36068,0.0234391,0.199249,0.00588879,1.63648,0.918564,31.0799,1.00213,40.2411,0.0515294,8/20/2014 17:00:00,1.74351,34.9475,33.8353,20.5682,,0.504541,0.696148,0.50917,,0.295936,,,0.157159,0.195574,0.15021,,0.112057,,,0.139864,0.168705,0.132039,,0.104714,,,0.0176398,0.0220894,0.0151137,,0.0111489,,,,,
0.802587,0.022597,0.000633833,1.64272,8/20/2014 19:00:00,1.36492,0.0225121,0.191511,0.00537176,1.63412,0.91963,32.7861,1.00084,39.4487,0.0518519,8/20/2014 18:00:00,1.8486,35.4123,35.6514,21.7027,,0.380739,,,0.584784,,,,0.122965,,,0.136201,,0.0894827,,0.114118,,,0.116243,,0.086503,,0.0124891,,,0.012993,,0.00894219,,,,
0.827451,0.0214952,0.000611706,1.62032,8/20/2014 23:00:00,1.38381,0.0235475,0.156968,0.00446696,1.61063,0.923876,32.4647,0.969809,,0.0474982,8/20/2014 22:00:00,1.66907,,35.1397,21.687,,0.530021,0.63898,0.455972,0.502796,,,,0.110569,0.13687,0.111498,0.11571,,0.114487,,0.0971388,0.115868,0.0996184,0.101519,,0.109815,,0.0107965,0.0138069,0.0107767,0.0112273,,0.0117777,18.3067,5.58019,0.304817,19.372
0.764646,0.0187995,0.000576339,1.62406,8/21/2014 00:00:00,1.37694,0.0234418,0.11459,0.00351299,1.61446,0.922613,30.0946,0.971966,,0.0498557,8/20/2014 23:00:00,1.62624,,32.6189,20.0848,,,0.616921,,0.618721,0.450037,,,,0.145431,,0.133737,0.123381,0.118424,,,0.124379,,0.112721,0.109971,0.113851,,,0.0149467,,0.0131673,0.0124547,0.0124593,16.9165,5.11409,0.302314,17.9008
0.698687,0.0195823,0.000576062,1.60873,8/21/2014 01:00:00,1.38973,0.0205537,0.138965,0.004088,1.5986,0.926316,31.4886,0.951186,,0.0484664,8/21/2014 00:00:00,1.64753,,33.9933,21.1306,,0.439597,0.691743,0.870302,0.773757,0.352935,0.313609,,0.136419,0.093089,0.141632,0.125283,0.109436,0.106521,,0.124088,0.0764808,0.111358,0.0998054,0.100653,0.0977655,,0.0143726,0.00840573,0.0132907,0.0116827,0.0111723,0.0104546,17.5627,5.45687,0.310707,18.5112
0.754328,0.023899,0.000680725,1.59373,8/21/2014 02:00:00,1.40581,0.0214859,0.174685,0.00497564,1.58263,0.926224,32.518,0.932669,,0.0466338,8/21/2014 01:00:00,1.63722,,35.1081,22.0289,,0.548234,,0.676591,,0.551187,0.207319,,0.104622,,0.103961,,0.12236,0.085862,,0.0912269,,0.0851995,,0.105153,0.0807084,,0.0100457,,0.00975368,,0.0117392,0.0083802,18.0218,5.62031,0.311863,18.9509
0.7173,0.0236194,0.000684577,1.59317,8/21/2014 03:00:00,1.40675,0.02079,0.165021,0.00478291,1.58227,0.92767,32.0067,0.93267,,0.0460725,8/21/2014 02:00:00,1.5896,,34.5022,21.6564,,0.41169,1.07535,0.793619,0.87457,,,,0.102111,0.101822,0.10294,0.103779,,,,0.0937782,0.0726058,0.0805405,0.0787793,,,,0.0102357,0.00847361,0.00907479,0.00934174,,,17.9529,5.76012,0.320846,18.8381
0.708174,0.0230523,0.000652718,1.57428,8/21/2014 04:00:00,1.42525,0.0200517,0.169886,0.00481026,1.56271,0.930468,32.8617,0.909108,,0.0440168,8/21/2014 03:00:00,1.55456,,35.3174,22.4339,,0.487789,0.734659,,0.53548,0.814959,0.176542,,0.0972286,0.0944216,,0.0850346,0.112012,0.0887577,,0.0868293,0.0761707,,0.0736067,0.087125,0.0838693,,0.00950503,0.00890229,,0.00807889,0.0103002,0.00912551,18.8545,6.0288,0.319754,19.734
0.724741,0.0239927,0.000690599,1.58524,8/21/2014 05:00:00,1.41321,0.0208607,0.193129,0.00555896,1.57392,0.928056,32.2424,0.921561,,0.0448339,8/21/2014 04:00:00,1.55761,,34.7419,21.9158,,,0.901665,0.825749,0.697637,0.519308,0.473802,,,0.0856317,0.101246,0.0918516,0.104996,0.103357,,,0.0641899,0.0781886,0.0743936,0.0911983,0.0902338,,,0.00732175,0.00919574,0.0082823,0.0103201,0.00981694,18.0936,5.81704,0.321497,18.9374
0.726744,0.022468,0.000644613,1.60257,8/21/2014 06:00:00,1.39619,0.0208505,0.177343,0.00508804,1.59241,0.928643,32.3678,0.944186,,0.0447733,8/21/2014 05:00:00,1.56057,,34.8549,21.7494,,0.430247,,0.883165,0.698313,0.333803,,,0.0970139,,0.115927,0.114285,0.0917333,0.0759922,,0.0885163,,0.0885985,0.0930399,0.0848429,0.074213,,0.00971167,,0.0104804,0.0107577,0.0090522,0.00772554,17.6833,5.77119,0.326364,18.5419
0.815149,0.0220907,0.000625135,1.6087,8/21/2014 07:00:00,1.39203,0.0230675,0.187743,0.00531286,1.59856,0.926163,32.7283,0.952826,,0.0448312,8/21/2014 06:00:00,1.58422,,35.3375,21.9665,,0.581308,0.869193,0.742388,,0.313703,,,0.109521,0.0941335,0.109248,,0.0953666,,,0.0942445,0.0717963,0.0873863,,0.0886984,,,0.0112895,0.00849171,0.0102183,,0.00968078,,17.448,5.63834,0.323151,18.3152
0.83967,0.0226492,0.00066214,1.61232,8/21/2014 08:00:00,1.38827,0.0245474,0.157936,0.0046172,1.60228,0.925163,31.6462,0.957137,,0.0450099,8/21/2014 07:00:00,1.53961,,34.206,21.2154,,0.754497,0.945961,0.811369,0.736274,,0.436965,,0.115233,0.120454,0.118997,0.1101,,0.0823029,,0.0926489,0.0912118,0.0933165,0.0882319,,0.0727565,,0.0119567,0.0119229,0.0110237,0.0102266,,0.00881232,17.1507,5.46436,0.318608,18.0539
0.927002,0.0220912,0.000662341,1.61582,8/21/2014 09:00:00,1.3869,0.0277934,0.14936,0.00447811,1.60558,0.922055,30.7535,0.962427,,0.0450115,8/21/2014 08:00:00,1.50128,,33.3533,20.6416,,,0.754283,,0.575919,0.308221,0.35432,,,0.127107,,0.120631,0.096535,0.0824907,,,0.10289,,0.103006,0.0899178,0.0748575,,,0.0131803,,0.0117764,0.00967173,0.00899564,16.8277,5.25919,0.312532,17.7614
0.870391,0.021762,0.000662867,1.61478,8/21/2014 10:00:00,1.3887,0.026512,0.162862,0.00496075,1.60458,0.922921,30.2996,0.961871,,0.0449437,8/21/2014 09:00:00,1.47551,,32.8301,20.3311,,0.6608,0.915741,0.763056,0.56735,0.495566,0.250065,,0.105949,0.120385,0.12037,0.122659,0.103585,0.0832609,,0.088201,0.0919853,0.0960361,0.105103,0.0907754,0.0775961,,0.0105672,0.0117571,0.0115779,0.0120858,0.00994073,0.00856663,17.2173,5.17962,0.300839,18.2525
0.856041,0.0212724,0.000600634,1.6069,8/21/2014 11:00:00,1.39749,0.0241706,0.214138,0.00604626,1.59637,0.924455,32.7411,0.952708,,0.044727,8/21/2014 10:00:00,1.58408,,35.4166,22.0404,,0.459813,,0.924445,,0.323649,,,0.102633,,0.128083,,0.0937981,0.0754172,,0.0926382,,0.0978668,,0.0870014,0.073639,,0.0110052,,0.0126837,,0.00950705,0.00777036,17.483,5.22808,0.299038,18.4799
1.04352,0.0365618,0.00103745,1.60226,8/21/2014 12:00:00,1.40291,0.0296102,0.366432,0.0103976,1.59006,0.915161,32.2521,0.944675,,0.043794,8/21/2014 11:00:00,1.54339,,35.242,21.9952,0.387414,0.693375,0.856878,1.00879,0.67601,,,0.1505,0.103956,0.123001,0.157201,0.116569,,,0.139623,0.0853535,0.09595,0.123345,0.0957646,,,0.032873,0.0107576,0.0128111,0.0164265,0.0112774,,,17.0118,5.20237,0.305809,17.8879
0.955464,0.0341762,0.000898635,1.59909,8/21/2014 13:00:00,1.40944,0.0251231,0.476805,0.0125372,1.58667,0.915465,34.8163,0.94302,,0.0459762,8/21/2014 12:00:00,1.74853,,38.0313,23.7831,,0.450103,1.34233,,,,,,0.189181,0.146301,,,,,,0.17207,0.108722,,0.122996,0.0712004,0.0323779,,0.0212908,0.0160712,,0.02,0.02,0.02,17.3084,5.1035,0.294858,18.2271
0.807095,0.0196428,0.000571802,1.60079,8/21/2014 14:00:00,1.40959,0.0234946,0.247699,0.00721054,1.5889,0.918441,31.5506,0.947385,,0.0502824,8/21/2014 13:00:00,1.72732,,34.3524,21.4596,,,0.805326,0.842552,0.810909,,0.0829832,,,0.142884,0.142068,0.142869,0.343255,0.111153,,,0.114985,0.112506,0.114082,0.33987,0.106189,,,0.0152148,0.0139229,0.0138573,0.0319034,0.0114533,15.1343,4.5713,0.302048,15.9358
0.827317,0.0204923,0.000620833,1.60951,8/21/2014 15:00:00,1.40508,0.0250644,0.184751,0.00559719,1.59763,0.914267,30.1778,0.960783,,0.0544507,8/21/2014 14:00:00,1.79729,,33.0077,20.5079,,0.59308,,0.456781,,0.454535,0.228625,,0.141943,,0.142587,,0.149251,0.14543,,0.122122,,0.127494,,0.13302,0.136148,,0.0173594,,0.0148788,,0.0148958,0.0143697,14.7326,4.27888,0.290436,15.5633
0.617537,0.0179107,0.000655664,1.63561,8/21/2014 16:00:00,1.37596,0.0226064,0.139323,0.00510026,1.62599,0.915736,25.0151,0.993556,,0.0559019,8/21/2014 15:00:00,1.52707,,27.3169,16.7014,,0.233427,0.857012,,0.52044,,,,0.166938,0.168879,0.137546,0.132469,,,,0.161339,0.138097,0.135379,0.115613,,,,0.0177641,0.0192758,0.0135865,0.0128592,,,16.7165,5.33575,0.31919,17.6401
0.648947,0.0158475,0.00054782,1.62028,8/21/2014 17:00:00,1.39179,0.022433,0.176526,0.00610223,1.60951,0.916283,26.5064,0.973683,,0.0546338,8/21/2014 16:00:00,1.58046,,28.9282,17.8539,,,0.53929,,0.788011,0.35374,0.0667617,,,0.112221,,0.152084,0.134355,0.115599,,,0.0984386,,0.123166,0.123555,0.110558,,,0.0109376,,0.0144458,0.0131541,0.0115252,17.6557,6.01279,0.340559,18.5095
0.694381,0.0175451,0.000586238,1.62295,8/21/2014 18:00:00,1.39021,0.0232015,0.166238,0.00555456,1.61228,0.915448,27.3978,0.977844,,0.0552102,8/21/2014 17:00:00,1.65235,,29.9283,18.4407,,0.559506,0.723287,0.687749,0.786218,0.835337,,,0.18913,0.177712,0.150159,0.171782,0.13127,0.272559,,0.166814,0.150155,0.124727,0.142036,0.102903,0.266154,,0.0228813,0.0200949,0.0151505,0.0189859,0.0127322,0.0306547,17.7395,5.8756,0.331217,18.6506
,,,,8/21/2014 21:00:00,,,,,,,,,46.3133,,8/21/2014 20:00:00,,34.2381,,,,0.636174,0.751221,,0.640137,0.549432,,,0.139469,0.147456,,0.128621,0.150166,0.129659,,0.118088,0.120902,,0.107436,0.129764,0.128145,,0.0148393,0.0154896,,0.0126607,0.014954,0.0133613,,4.90395,,18.5452
