Ammonium_AMS,Chloride_AMS,ClFraction_AMS,Density_AMS,ETime_AMS,HtoC_AMS,NH4Fraction_AMS,Nitrate_AMS,NO3Fraction_AMS,OADensity_ams,OAFraction_AMS,OA_AMS,OtoC_AMS,RH_AMS,SO4Fraction_AMS,STime_AMS,Sulfate_AMS,Temp_AMS,TotalMass_AMS,Volume_ams,Rkappa_dis_51,Rkappa_dis_75,Rkappa_dis_94,Rkappa_dis_112,Rkappa_dis_142,Rkappa_dis_171,Rkappa_dis_222,Rkappa_mean_51,Rkappa_mean_75,Rkappa_mean_94,Rkappa_mean_112,Rkappa_mean_142,Rkappa_mean_171,Rkappa_mean_222,RKappa_median_51,RKappa_median_75,RKappa_median_94,RKappa_median_112,RKappa_median_142,RKappa_median_171,RKappa_median_222,Rkappa_sd_51,Rkappa_sd_75,Rkappa_sd_94,Rkappa_sd_112,Rkappa_sd_142,Rkappa_sd_171,Rkappa_sd_222,RSMPS_AMSVol,RSMPS_kappaVol,RSMPS_kappaVol_frac,RSMPS_TotVol
0.264704,0.0105143,0.00114841,1.52576,8/30/2014 15:00:00,1.47187,0.0289118,0.109782,0.0119907,1.4915,0.84699,7.75467,0.809875,58.8883,0.110959,8/30/2014 14:00:00,1.01589,32.9672,9.15556,6.00066,,0.29682,0.404748,0.275764,,0.254191,,,0.129835,0.128941,0.139713,,0.185768,,,0.123555,0.118992,0.131934,,0.175389,,,0.0140653,0.0153525,0.0152213,,0.0215951,,4.78598,1.89061,0.395032,5.20416
0.300496,0.0108791,0.00110311,1.53397,8/30/2014 16:00:00,1.46214,0.0304694,0.114922,0.0116528,1.49943,0.841745,8.30149,0.817778,55.9827,0.115029,8/30/2014 15:00:00,1.13445,33.5353,9.86223,6.42923,0.382572,0.255291,0.349766,,0.327734,,0.197177,0.142416,0.137868,0.120508,,0.179701,,0.155814,0.132326,0.132583,0.113222,,0.16724,,0.146732,0.020636,0.0145578,0.0126859,,0.0200276,,0.0223058,5.21704,1.99438,0.382282,5.77312
0.330441,0.0128367,0.00124996,1.5478,8/30/2014 17:00:00,1.45812,0.0321764,0.114709,0.0111697,1.51413,0.837367,8.59951,0.841847,54.1463,0.118037,8/30/2014 16:00:00,1.2122,33.4527,10.2697,6.63501,,,0.44393,,0.400593,0.145426,,,,0.146378,,0.200574,0.254815,0.175488,,,0.133274,,0.183327,0.245424,0.17266,,,0.0165179,,0.0237517,0.0328732,0.0222375,5.41074,1.96127,0.362477,6.07698
0.383689,0.0165261,0.00153688,1.54104,8/30/2014 18:00:00,1.48163,0.035682,0.120399,0.0111968,1.50418,0.82832,8.90695,0.839429,77.8776,0.123264,8/30/2014 17:00:00,1.32546,28.7274,10.753,6.97779,,0.0940781,,0.338587,0.963837,0.756477,,,0.138318,,0.116495,0.196171,0.237205,0.233202,,0.136623,,0.108164,0.166922,0.216343,0.225846,,0.0137376,,0.0130801,0.0268777,0.0378096,0.0236857,5.69644,2.02778,0.355972,6.25368
0.312041,0.0113561,0.00116839,1.5651,8/30/2014 19:00:00,1.44449,0.0321049,0.097975,0.0100803,1.53221,0.829884,8.06599,0.865773,58.9452,0.126763,8/30/2014 18:00:00,1.23206,32.8522,9.71943,6.2101,,0.332314,0.385448,0.392308,,0.335965,,,0.152683,0.17547,0.170714,,0.229633,,,0.143854,0.163065,0.156096,,0.213423,,,0.0167239,0.0197851,0.0194966,,0.0275377,,4.70659,1.75724,0.373358,5.18284
0.327642,0.0122659,0.00122976,1.56142,8/30/2014 20:00:00,1.45268,0.0328488,0.0938183,0.00940604,1.52819,0.830826,8.28687,0.864003,49.6991,0.12569,8/30/2014 19:00:00,1.25366,35.1182,9.97426,6.38795,,0.196399,0.478761,0.356249,0.55455,,0.603129,,0.14995,0.16219,0.149825,0.199111,,0.191565,,0.14601,0.145999,0.138406,0.175503,,0.165517,,0.0159626,0.0189221,0.0166436,0.0260106,,0.0319865,5.19975,1.80823,0.347753,5.76515
0.326332,0.0129371,0.00122684,1.55985,8/30/2014 21:00:00,1.45271,0.0309464,0.115366,0.0109403,1.52761,0.836094,8.81667,0.862946,48.8246,0.120792,8/30/2014 20:00:00,1.27376,34.8403,10.5451,6.76032,,,0.486473,,0.982947,0.188106,0.319841,,,0.14551,,0.192226,0.237003,0.225531,,,0.130465,,0.162201,0.22679,0.208186,,,0.0173099,,0.0282743,0.0256385,0.0250856,5.42389,1.87737,0.346131,6.00623
0.295461,0.0105474,0.00107828,1.54635,8/30/2014 22:00:00,1.44854,0.0302055,0.0743462,0.00760056,1.51272,0.838554,8.20247,0.832795,64.4309,0.122561,8/30/2014 21:00:00,1.19886,31.7416,9.78168,6.32566,,0.413806,0.497453,0.502647,0.508745,0.759528,0.371174,,0.155522,0.13584,0.144487,0.139257,0.184015,0.153192,,0.142791,0.121237,0.127195,0.122131,0.154809,0.138485,,0.0176851,0.0152769,0.017364,0.0170635,0.0248644,0.0211769,5.37386,2.01032,0.374093,5.89668
0.349411,0.0137427,0.00118878,1.52071,8/30/2014 23:00:00,1.47306,0.0302251,0.0981995,0.00849454,1.48581,0.846988,9.79144,0.800403,81.2421,0.113104,8/30/2014 22:00:00,1.30751,28.3398,11.5603,7.60193,,0.463611,,0.788893,,1.00414,1.08334,,0.0954087,,0.0983257,,0.165062,0.160449,,0.0859925,,0.0769255,,0.131438,0.125591,,0.00962792,,0.0100965,,0.0228359,0.0299148,6.17156,2.44668,0.396444,6.66379
0.354793,0.0147922,0.00111271,1.49243,8/31/2014 00:00:00,1.49529,0.0266886,0.114282,0.00859665,1.4586,0.863007,11.4727,0.766077,86.5263,0.100595,8/30/2014 23:00:00,1.33729,27.0949,13.2938,8.9075,,0.533046,0.645617,0.718789,1.09169,,,,0.0934153,0.0875922,0.0813386,0.130948,,,,0.0819371,0.0733886,0.0652423,0.0967003,,,,0.0087064,0.00852797,0.00747173,0.0158206,,,7.76008,3.46403,0.446392,8.36203
0.348599,0.0146435,0.00113113,1.4766,8/31/2014 01:00:00,1.50836,0.0269272,0.128188,0.0099018,1.44142,0.864064,11.1861,0.743898,92.0696,0.0979754,8/31/2014 00:00:00,1.26838,25.7969,12.9459,8.76737,,0.471282,0.846053,,1.23828,1.24657,0.612451,,0.0960953,0.0884496,,0.105305,0.119054,0.132775,,0.0863611,0.0679391,,0.0718769,0.0833531,0.110874,,0.00915194,0.00793332,,0.0108481,0.0135781,0.0204479,7.66484,3.63519,0.474268,8.19702
0.290447,0.0131566,0.00119447,1.46968,8/31/2014 02:00:00,1.51949,0.0263693,0.107478,0.0097578,1.434,0.864727,9.52461,0.737713,92.2272,0.0979517,8/31/2014 01:00:00,1.0789,25.2607,11.0146,7.49455,,,0.752088,0.677226,1.00671,1.14747,0.497421,,,0.0789648,0.0827999,0.097737,0.123501,0.150045,,,0.0630499,0.0676272,0.0705212,0.0889237,0.130567,,,0.00732917,0.00801953,0.0108815,0.0178714,0.0300544,6.7933,3.15569,0.46453,7.1913
0.338909,0.0157907,0.00153342,1.47815,8/31/2014 03:00:00,1.51309,0.0329111,0.126706,0.0123043,1.4386,0.848583,8.73848,0.741872,96.6264,0.104668,8/31/2014 02:00:00,1.07784,24.6413,10.2977,6.96664,,0.532802,,0.596996,1.28864,1.35787,0.938349,,0.0942666,,0.0856451,0.105108,0.117317,0.126505,,0.082693,,0.0723822,0.0708804,0.0802333,0.0955667,,0.00900392,,0.00909176,0.0115807,0.0156744,0.027818,6.34438,2.94399,0.464031,6.74998
0.306783,0.0136617,0.00142558,1.48387,8/31/2014 04:00:00,1.50577,0.0320123,0.0940394,0.00981286,1.44471,0.847708,8.12383,0.74809,98.3303,0.109041,8/31/2014 03:00:00,1.04497,24.3445,9.58328,6.4583,,0.455755,,0.930465,,0.971181,,,0.0920981,,0.0862248,,0.104728,,,0.0832521,,0.0634223,,0.0768643,,,0.00915163,,0.00832089,,0.015338,,5.89432,2.81425,0.477452,6.25236
0.30966,0.0154105,0.00170252,1.48941,8/31/2014 05:00:00,1.50151,0.0342107,0.0928232,0.0102549,1.44929,0.842003,7.62144,0.753509,99.2518,0.111829,8/31/2014 04:00:00,1.01223,23.9679,9.05156,6.07729,,0.602389,0.82702,,1.21983,,0.547385,,0.0887868,0.0845948,,0.108881,,0.14409,,0.0756493,0.0654224,,0.0751476,,0.123281,,0.00822379,0.0084529,,0.0126708,,0.0327477,5.66808,2.65144,0.467785,6.03674
0.362364,0.0230374,0.00245591,1.47495,8/31/2014 06:00:00,1.51485,0.0386299,0.12505,0.013331,1.43224,0.838847,7.86872,0.731792,100.126,0.106737,8/31/2014 05:00:00,1.00123,23.7757,9.3804,6.35979,,,,0.916526,1.08559,1.33201,0.408018,,,,0.0860461,0.094184,0.0963285,0.109558,,,,0.0636324,0.0659628,0.0630901,0.0978048,,,,0.00909261,0.0107786,0.0121175,0.0197447,6.74631,3.07647,0.456022,7.27866
0.355019,0.0220215,0.00246254,1.4855,8/31/2014 07:00:00,1.50327,0.0396998,0.117878,0.0131817,1.44212,0.832266,7.44261,0.741978,100.144,0.11239,8/31/2014 06:00:00,1.00506,23.5784,8.94258,6.01991,,0.583418,,0.750178,1.22883,0.526204,0.502487,,0.112307,,0.091514,0.10838,0.167555,0.15216,,0.0965799,,0.0725735,0.0745751,0.146496,0.132261,,0.0126479,,0.00996197,0.0126027,0.0222048,0.038762,5.75817,2.55734,0.444123,6.10883
0.325162,0.0199955,0.00234489,1.48454,8/31/2014 08:00:00,1.51073,0.038132,0.102753,0.01205,1.44111,0.83262,7.09998,0.744828,100.315,0.114853,8/31/2014 07:00:00,0.979382,23.1897,8.52727,5.74405,,0.750664,,1.0171,,0.79628,0.866004,,0.107241,,0.119721,,0.14816,0.184617,,0.0860985,,0.0883813,,0.119149,0.153725,,0.0117448,,0.0142664,,0.0255385,0.0451222,5.34007,2.28713,0.428295,5.69697
0.316261,0.0206906,0.00250618,1.4872,8/31/2014 09:00:00,1.50968,0.0383076,0.0878669,0.010643,1.44457,0.83397,6.88511,0.750265,100.244,0.114574,8/31/2014 08:00:00,0.9459,22.997,8.25583,5.55127,,0.711117,1.01191,1.18523,1.37331,,,,0.0907568,0.113624,0.114654,0.124326,,,,0.0737891,0.083758,0.0806459,0.0864511,,,,0.00948047,0.0136579,0.0135916,0.0177304,,,4.60958,1.96272,0.425792,4.91385
0.31766,0.0278123,0.00344332,1.4831,8/31/2014 10:00:00,1.51275,0.039328,0.0990964,0.0122687,1.44021,0.834228,6.73822,0.744495,100.456,0.110732,8/31/2014 09:00:00,0.894406,22.9829,8.07719,5.44615,,0.66286,,,1.12634,0.317971,0.372175,,0.102836,,,0.114369,0.144937,0.114894,,0.0854972,,,0.0814812,0.134657,0.103723,,0.0116812,,,0.0159807,0.0176562,0.0247218,4.8449,2.15418,0.444627,5.17208
0.339567,0.0362509,0.00408444,1.46522,8/31/2014 11:00:00,1.53362,0.0382595,0.123005,0.0138592,1.42231,0.840906,7.46334,0.725824,100.716,0.102891,8/31/2014 10:00:00,0.913195,23.2898,8.87536,6.05735,,,0.708727,1.31098,,0.913351,0.900277,,,0.0873333,0.110797,,0.14287,0.0924282,,,0.0711692,0.0753001,0.12165,0.111248,0.0684214,,,0.00892721,0.0135526,0.02,0.0257495,0.0178328,5.69889,2.56919,0.450824,6.01384
0.322987,0.0266338,0.00335669,1.5189,8/31/2014 12:00:00,1.48198,0.0407065,0.104975,0.0132301,1.4787,0.826526,6.55809,0.793439,96.0798,0.116181,8/31/2014 11:00:00,0.921841,24.6422,7.93452,5.22386,,0.466258,,0.75125,0.54322,0.292078,0.332022,,0.137862,,0.176827,0.212997,0.179276,0.167268,,0.124209,,0.147908,0.189654,0.167746,0.15293,,0.0185656,,0.027223,0.0315474,0.0239899,0.0299744,4.54372,2.06347,0.454137,4.78865
0.257567,0.0117969,0.0016579,1.5482,8/31/2014 13:00:00,1.45314,0.0361978,0.0658942,0.00926059,1.51164,0.825078,5.87088,0.833946,85.8395,0.127806,8/31/2014 12:00:00,0.90941,26.5085,7.11555,4.59603,,0.341657,0.769325,0.379602,,,,,0.156027,0.186392,0.182048,,,,,0.146599,0.15767,0.167201,,,,,0.0195318,0.0329586,0.0230923,,,,3.3491,1.3823,0.412738,3.63258
0.242856,0.00870528,0.00117065,1.54374,8/31/2014 14:00:00,1.45658,0.0326581,0.0646139,0.00868899,1.50977,0.838576,6.23591,0.832837,77.3289,0.118906,8/31/2014 13:00:00,0.884221,28.023,7.43631,4.81707,,0.659422,0.915102,,0.543619,0.0909771,0.139685,,0.100015,0.0958458,,0.172253,0.194402,0.172722,,0.0832402,0.0718668,,0.150444,0.188299,0.164069,,0.011202,0.00951363,,0.025312,0.0220777,0.0251902,3.91694,1.68351,0.429804,4.19301
0.244166,0.00971868,0.00121312,1.52733,8/31/2014 15:00:00,1.47306,0.0304776,0.0693532,0.00865688,1.49339,0.847373,6.78859,0.814072,83.6893,0.112279,8/31/2014 14:00:00,0.899507,27.0001,8.01133,5.24531,,,1.25723,0.735366,0.636527,0.113884,0.0993336,,,0.134208,0.113898,0.161946,0.186646,0.179116,,,0.0973981,0.0915098,0.137253,0.180389,0.170887,,,0.0206224,0.0140623,0.0219187,0.0223907,0.0266512,3.93837,1.69645,0.430748,4.22203
0.202656,0.0103205,0.00150447,1.52948,8/31/2014 16:00:00,1.4746,0.029542,0.0509292,0.00742419,1.4957,0.846689,5.80821,0.81928,80.0368,0.11484,8/31/2014 15:00:00,0.787793,28.0419,6.8599,4.48514,,0.518054,,0.610639,,0.0726951,0.346715,,0.121974,,0.159244,,0.196135,0.157906,,0.107711,,0.135873,,0.190244,0.143748,,0.0164527,,0.0221849,,0.0235912,0.0337854,3.3903,1.3144,0.387694,3.62592
0.219126,0.00914165,0.00125877,1.53481,8/31/2014 17:00:00,1.47469,0.0301728,0.0531839,0.00732322,1.50077,0.843096,6.12287,0.828558,69.7743,0.118149,8/31/2014 16:00:00,0.858044,30.0121,7.26237,4.73176,,0.334864,0.610826,0.717128,0.472798,,,,0.153997,0.185298,0.199678,0.212311,,,,0.144984,0.161281,0.172073,0.191388,,,,0.0183596,0.0268276,0.0325015,0.0308366,,,3.33293,1.32234,0.39675,3.6013
0.179244,0.00832113,0.00133855,1.54489,8/31/2014 18:00:00,1.46699,0.0288334,0.0476536,0.00766563,1.51287,0.845757,5.25767,0.84553,74.8303,0.116406,8/31/2014 17:00:00,0.723639,29.1794,6.21653,4.02394,,,0.910891,,0.453036,0.191624,0.385025,,,0.206837,,0.215195,0.241893,0.211076,,,0.179578,,0.194976,0.231362,0.191774,,,0.0450353,,0.0341454,0.0290286,0.0292123,2.88381,1.03443,0.358702,3.1172
0.138795,0.00798094,0.00150887,1.53679,8/31/2014 19:00:00,1.47137,0.0262405,0.0323616,0.00611824,1.50595,0.8547,4.52082,0.835807,73.3179,0.111432,8/31/2014 18:00:00,0.589405,29.5519,5.28937,3.44183,,0.501883,,0.319242,0.313944,0.208262,0.324633,,0.150381,,0.179627,0.252076,0.236715,0.103997,,0.133859,,0.167765,0.236804,0.225744,0.095168,,0.0181151,,0.0240126,0.0361122,0.0300556,0.0160295,2.1323,0.854581,0.40078,2.27969
0.134855,0.00642645,0.00129357,1.52859,8/31/2014 20:00:00,1.47689,0.0271448,0.0338414,0.00681191,1.49649,0.85386,4.24196,0.822225,77.7623,0.11089,8/31/2014 19:00:00,0.5509,28.2921,4.96798,3.25004,0.328785,0.10229,0.321072,0.669147,,,,0.150443,0.154023,0.166834,0.201223,,,,0.142144,0.152015,0.1581,0.174557,,,,0.0178626,0.0161058,0.0190023,0.0354888,,,,2.11758,0.788275,0.372253,2.29337
0.150933,0.00695315,0.00143765,1.53307,8/31/2014 21:00:00,1.47795,0.0312073,0.0268179,0.00554493,1.4988,0.842973,4.07701,0.827144,79.2666,0.118837,8/31/2014 20:00:00,0.574753,27.7713,4.83647,3.15475,,,0.45898,,,0.198306,0.186615,,,0.167906,,0.153334,0.233929,0.155565,,,0.152243,,0.152761,0.223455,0.14676,,,0.0238743,,0.0161469,0.0291237,0.0216238,1.94305,0.765665,0.394054,2.08555
,,,,8/31/2014 22:00:00,,,,,,,,,,,8/31/2014 21:00:00,,,,,,0.36425,,0.221217,,,0.905256,,0.113009,,0.162711,,,0.180247,,0.105436,,0.155543,,,0.148595,,0.0122921,,0.0219513,,,0.0622006,,0.568217,,1.43572
,,,,8/31/2014 23:00:00,,,,,,,,,95.7132,,8/31/2014 22:00:00,,24.1849,,,,0.236108,0.048688,0.383041,0.835643,,,,0.0859192,0.20482,0.0819272,0.182307,,,,0.0829885,0.203514,0.0750368,0.151855,,,,0.00854776,0.0234736,0.00931329,0.0487977,,,,,,
,,,,9/1/2014 00:00:00,,,,,,,,,98.3484,,8/31/2014 23:00:00,,23.6481,,,,,0.274961,,0.171405,0.40596,0.149648,,,0.170592,,0.151259,0.169773,0.164675,,,0.16369,,0.145699,0.15389,0.156222,,,0.0243218,,0.0169252,0.0229793,0.0249597,,0.497961,,1.229
0.0922823,0.00537305,0.00194178,1.54276,9/1/2014 01:00:00,1.51215,0.0333501,0.0571945,0.0206696,1.51124,0.848411,2.34762,0.872983,99.282,0.0956276,9/1/2014 00:00:00,0.264609,23.0826,2.76708,1.79359,,0.337271,,0.643263,,,,,0.136553,,0.17756,,0.169144,,,0.128466,,0.151723,,0.167913,,,0.0176776,,0.0301309,,0.0194029,,1.07511,0.428529,0.39859,1.16496
0.0841462,0.00672421,0.0026206,1.53485,9/1/2014 02:00:00,1.5029,0.032794,0.030798,0.0120028,1.50436,0.856053,2.19655,0.853984,100.236,0.09653,9/1/2014 01:00:00,0.247687,22.5857,2.56591,1.67176,,,0.719823,,0.277548,,0.167179,,,0.112197,,0.152487,,0.166019,,,0.0914663,,0.143742,,0.157106,,,0.0160231,,0.0232328,,0.0263626,1.16752,0.535371,0.458554,1.25105
0.116318,0.00809714,0.00243148,1.50812,9/1/2014 03:00:00,1.53701,0.034929,0.0743241,0.0223187,1.47445,0.856248,2.85141,0.821314,101.042,0.0840728,9/1/2014 02:00:00,0.279973,22.5331,3.33013,2.20813,,,,1.02235,1.07979,0.890424,0.200587,,,,0.093117,0.0955188,0.139307,0.160279,,,,0.0665638,0.0671288,0.10855,0.150849,,,,0.0151197,0.0171337,0.0306602,0.0289016,1.71231,0.74485,0.434996,1.86061
0.119268,0.0138557,0.00269784,1.43774,9/1/2014 04:00:00,1.59823,0.0232227,0.0772192,0.0150353,1.41055,0.900783,4.62628,0.743872,101.21,0.0582611,9/1/2014 03:00:00,0.29922,22.319,5.13584,3.57216,,0.409097,,0.402989,,0.801825,0.662685,,0.0844788,,0.0697762,,0.0884634,0.0978344,,0.0776544,,0.0634915,,0.0683923,0.0794949,,0.0081468,,0.00709936,,0.0110831,0.0221411,3.91108,2.14716,0.548994,4.11857
0.159386,0.0237268,0.00365819,1.43206,9/1/2014 05:00:00,1.60078,0.0245741,0.181296,0.0279521,1.40356,0.897253,5.81952,0.732972,101.322,0.0465629,9/1/2014 04:00:00,0.302004,22.212,6.48594,4.52911,,0.290023,0.474539,0.510237,0.705157,,,,0.0912062,0.0813489,0.0725576,0.0772306,,,,0.0869521,0.0731812,0.0634998,0.0622264,,,,0.00899112,0.00788298,0.00758701,0.00780143,,,4.39547,2.70614,0.615665,4.50641
0.125463,0.0127934,0.00280474,1.45769,9/1/2014 06:00:00,1.58324,0.0275055,0.108672,0.0238246,1.42646,0.882236,4.0242,0.763285,101.408,0.0636297,9/1/2014 05:00:00,0.290238,22.3883,4.56136,3.12917,,0.540506,0.676235,,0.67757,0.95792,0.845727,,0.0888371,0.0746096,,0.0916596,0.108397,0.127777,,0.0776802,0.0616235,,0.0748606,0.0801843,0.0990433,,0.00998102,0.0100095,,0.0108889,0.0207614,0.0367913,2.58893,1.39483,0.538767,2.76234
0.154266,0.0118322,0.00291813,1.5035,9/1/2014 07:00:00,1.53666,0.0380458,0.100265,0.024728,1.46748,0.849325,3.44379,0.808361,101.396,0.0849828,9/1/2014 06:00:00,0.344583,22.2215,4.05474,2.69687,,,1.16801,1.03549,1.50573,0.298716,0.882181,,,0.116615,0.105171,0.115186,0.175475,0.127273,,,0.0829118,0.0758365,0.0766244,0.163907,0.0976325,,,0.0172536,0.0147932,0.0287528,0.029299,0.0366937,1.88984,0.855465,0.452665,2.04272
0.223171,0.0103378,0.00203996,1.54574,9/1/2014 08:00:00,1.49023,0.0440383,0.102232,0.0201734,1.50949,0.827411,4.19304,0.854963,101.384,0.106338,9/1/2014 07:00:00,0.538885,22.1714,5.06767,3.27847,,0.419258,,0.805535,,0.134622,0.122432,,0.120925,,0.131497,,0.185439,0.179826,,0.11077,,0.104221,,0.178794,0.171167,,0.0158567,,0.0212099,,0.0208831,0.0246889,2.02833,0.831383,0.409885,2.21928
0.243225,0.0140595,0.00264897,1.54999,9/1/2014 09:00:00,1.48502,0.0458261,0.115201,0.0217051,1.51352,0.8233,4.36971,0.858901,101.37,0.10652,9/1/2014 08:00:00,0.565359,22.1824,5.30756,3.42425,0.220401,0.511835,0.755728,0.807467,0.496492,,,0.141034,0.144019,0.137112,0.193136,0.175604,,,0.136941,0.127662,0.111537,0.163855,0.155589,,,0.0189884,0.0192294,0.0246754,0.036158,0.0308151,,,2.00537,0.811697,0.404763,2.12239
0.211187,0.0116286,0.00228499,1.53192,9/1/2014 10:00:00,1.50165,0.0414975,0.0923331,0.0181431,1.49574,0.835403,4.25149,0.837248,101.471,0.102672,9/1/2014 09:00:00,0.522512,22.1317,5.08915,3.32207,,,0.325495,,0.330117,,0.166727,,,0.193539,,0.185072,0.176805,0.171659,,,0.183201,,0.172156,0.175665,0.162456,,,0.0256902,,0.0239984,0.0193425,0.0251962,1.74518,0.856436,0.490743,1.83398
0.200157,0.0115278,0.00244041,1.52988,9/1/2014 11:00:00,1.50215,0.0423728,0.0994728,0.0210582,1.49393,0.837264,3.95499,0.834253,101.436,0.0968651,9/1/2014 10:00:00,0.457563,22.6356,4.72371,3.08764,,0.709114,,1.63791,0.183552,,0.346717,,0.114731,,0.157353,0.212924,0.163857,0.162826,,0.0938511,,0.121165,0.204697,0.162645,0.148263,,0.0155603,,0.0396625,0.0238857,0.0182688,0.0339993,1.7915,0.877863,0.490015,1.89252
0.194561,0.0105732,0.00207262,1.54676,9/1/2014 12:00:00,1.48583,0.0381391,0.0864641,0.0169492,1.51467,0.843694,4.30399,0.861585,97.4403,0.099145,9/1/2014 11:00:00,0.505775,25.0356,5.10136,3.29809,,0.290667,0.56117,0.556224,,,,,0.122505,0.149441,0.109567,,,,,0.116772,0.130467,0.0942611,,,,,0.0137803,0.0218008,0.013695,,,,1.99558,0.852253,0.427071,2.19033
0.154232,0.00824657,0.001725,1.53395,9/1/2014 13:00:00,1.50017,0.0322619,0.0648592,0.0135671,1.50139,0.848987,4.05868,0.846655,90.5106,0.103459,9/1/2014 12:00:00,0.4946,26.1938,4.78062,3.11654,,0.0265116,0.225141,,0.186989,,0.648318,,0.149204,0.179096,,0.205986,0.16899,0.208492,,0.147964,0.173856,,0.197908,0.165583,0.182039,,0.0154561,0.0214038,,0.0258809,0.0212039,0.0471028,1.80452,0.762831,0.422734,1.9541
0.174881,0.00940903,0.00183091,1.55894,9/1/2014 14:00:00,1.47798,0.0340303,0.0640327,0.0124602,1.52719,0.838139,4.30718,0.87952,79.4541,0.113539,9/1/2014 13:00:00,0.583476,28.3352,5.13898,3.29647,,,0.480035,0.745507,0.679457,0.0562846,0.830346,,,0.139412,0.228427,0.187763,0.200334,0.18469,,,0.125254,0.204831,0.160543,0.194512,0.154157,,,0.0197469,0.045433,0.0326068,0.0307928,0.0479472,1.99562,0.825292,0.413552,2.20717
0.210371,0.00637171,0.00101772,1.56395,9/1/2014 15:00:00,1.46905,0.0336013,0.0916995,0.0146466,1.53208,0.835295,5.2296,0.882517,67.9186,0.115439,9/1/2014 14:00:00,0.72274,30.8726,6.26078,4.00319,0.24035,0.198891,,0.0733891,,0.100938,0.744922,0.12858,0.128713,,0.136727,,0.189699,0.187614,0.124311,0.125273,,0.133384,,0.183579,0.15843,0.0137697,0.0141842,,0.0147201,,0.0221502,0.0324335,2.08551,0.861884,0.413273,2.28412
0.208705,0.00676555,0.00102025,1.57967,9/1/2014 16:00:00,1.45492,0.0314727,0.0798984,0.0120487,1.55051,0.836869,5.54952,0.907233,56.555,0.118589,9/1/2014 15:00:00,0.786399,32.8271,6.63128,4.19789,,0.149864,0.285951,0.638252,0.482141,,,,0.148008,0.13709,0.155894,0.208572,,,,0.145232,0.131172,0.131751,0.187385,,,,0.0161937,0.0160065,0.0252808,0.0304306,,,2.45057,0.928082,0.378721,2.73619
0.212967,0.006591,0.00103226,1.58814,9/1/2014 17:00:00,1.45575,0.0333542,0.0601146,0.00941497,1.55852,0.828289,5.28863,0.922979,50.372,0.12791,9/1/2014 16:00:00,0.816706,34.4163,6.385,4.02044,0.28523,,0.344547,,1.13053,0.173617,,0.148441,,0.177783,,0.184265,0.249338,0.180986,0.141956,,0.167327,,0.153045,0.239193,0.178077,0.0174123,,0.0217975,,0.0376337,0.0307691,0.0251501,2.31595,0.918154,0.396448,2.53637
0.259133,0.00808327,0.000970176,1.56233,9/1/2014 18:00:00,1.47747,0.0311019,0.0921412,0.011059,1.53319,0.848446,7.06905,0.890413,55.502,0.108423,9/1/2014 17:00:00,0.903352,33.6582,8.33175,5.33292,,0.152447,0.280774,0.536304,0.894314,1.50397,0.171717,,0.14414,0.119902,0.181434,0.135091,0.133814,0.158376,,0.141383,0.11488,0.15941,0.104793,0.0944531,0.149769,,0.0157525,0.0122009,0.0263744,0.0186471,0.0205928,0.022494,3.00558,1.201,0.399589,3.29228
0.352246,0.011503,0.00105658,1.54177,9/1/2014 19:00:00,1.48703,0.0323545,0.12391,0.0113814,1.51147,0.854801,9.30628,0.856472,74.7451,0.100407,9/1/2014 18:00:00,1.09314,29.2162,10.8871,7.06142,,0.337686,,0.380814,,1.4591,0.338318,,0.167445,,0.131988,,0.171175,0.157169,,0.157521,,0.120989,,0.138377,0.143395,,0.0196302,,0.014514,,0.0361768,0.0270307,4.45207,2.04285,0.458853,4.78452
0.328769,0.00959997,0.000947057,1.5559,9/1/2014 20:00:00,1.47157,0.0324338,0.108984,0.0107515,1.52701,0.853269,8.64927,0.874782,67.3554,0.102599,9/1/2014 19:00:00,1.04001,31.6229,10.1366,6.51495,0.0889974,0.193403,0.322451,0.417642,0.415654,,,0.134216,0.152987,0.131118,0.110488,0.143453,,,0.132892,0.14905,0.124202,0.100047,0.129897,,,0.0144864,0.0156982,0.014138,0.0119565,0.0186672,,,3.9876,1.61651,0.405383,4.459
0.321065,0.027335,0.00265061,1.53611,9/1/2014 21:00:00,1.47634,0.031133,0.119544,0.0115919,1.50624,0.85793,8.84757,0.839664,60.8495,0.0966949,9/1/2014 20:00:00,0.997186,32.2634,10.3127,6.71352,,0.230371,0.499527,,1.33033,0.847944,0.760239,,0.122363,0.131972,,0.166512,0.174829,0.180526,,0.118337,0.117671,,0.131742,0.143778,0.150831,,0.0122417,0.0140125,,0.0284816,0.0341681,0.0322896,5.21708,2.11887,0.406142,5.8031
0.329621,0.0415925,0.00377889,1.50148,9/1/2014 22:00:00,1.50053,0.0299478,0.127404,0.0115753,1.46951,0.864165,9.51147,0.788887,67.2991,0.0905324,9/1/2014 21:00:00,0.996449,31.2351,11.0065,7.33048,,,0.42248,0.930917,0.712605,1.77203,1.0516,,,0.112451,0.151577,0.123178,0.123517,0.159997,,,0.10313,0.119196,0.100085,0.082372,0.125421,,,0.0116076,0.01801,0.0156111,0.0179969,0.0337589,5.47912,2.31721,0.422917,6.01636
